12:03:06am,56.30,29.40,31.12,
12:08:06am,56.30,29.40,31.12,
12:13:06am,56.30,29.40,31.12,
12:18:08am,56.30,29.40,31.12,
12:23:06am,56.20,29.50,31.26,
12:28:06am,56.10,29.40,31.09,
12:33:06am,56.10,29.40,31.09,
12:38:06am,56.20,29.50,31.26,
12:43:06am,56.10,29.50,31.25,
12:48:06am,55.90,29.40,31.05,
12:53:08am,56.00,29.40,31.07,
12:58:06am,56.00,29.40,31.07,
01:03:06am,56.10,29.40,31.09,
01:08:06am,56.10,29.40,31.09,
01:13:06am,56.10,29.40,31.09,
01:18:06am,56.10,29.40,31.09,
01:23:06am,56.20,29.40,31.10,
01:28:06am,56.10,29.30,30.93,
01:33:06am,56.20,29.40,31.10,
01:38:06am,56.10,29.30,30.93,
01:43:08am,56.00,29.30,30.91,
01:48:06am,56.00,29.30,30.91,
01:53:06am,56.00,29.30,30.91,
01:58:06am,56.10,29.40,31.09,
02:03:06am,56.10,29.40,31.09,
02:08:06am,56.00,29.40,31.07,
02:13:06am,56.00,29.40,31.07,
02:18:06am,55.90,29.40,31.05,
02:23:06am,55.90,29.40,31.05,
02:28:06am,55.80,29.40,31.04,
02:33:06am,55.80,29.40,31.04,
02:38:06am,55.80,29.40,31.04,
02:43:06am,55.70,29.40,31.02,
02:48:06am,55.80,29.40,31.04,
02:53:06am,55.90,29.40,31.05,
02:58:06am,55.90,29.40,31.05,
03:03:06am,55.80,29.30,30.88,
03:08:06am,55.90,29.40,31.05,
03:13:06am,55.90,29.30,30.90,
03:18:06am,55.80,29.30,30.88,
03:23:06am,55.80,29.30,30.88,
03:28:06am,55.80,29.30,30.88,
03:33:06am,55.90,29.30,30.90,
03:38:06am,55.90,29.30,30.90,
03:43:06am,55.90,29.40,31.05,
03:48:06am,55.90,29.30,30.90,
03:53:06am,55.90,29.40,31.05,
03:58:06am,55.80,29.30,30.88,
04:03:06am,55.80,29.30,30.88,
04:08:06am,55.80,29.30,30.88,
04:13:06am,55.70,29.30,30.87,
04:18:06am,55.70,29.30,30.87,
04:23:06am,55.80,29.40,31.04,
04:28:06am,55.70,29.30,30.87,
04:33:06am,55.80,29.40,31.04,
04:38:06am,55.70,29.40,31.02,
04:43:06am,55.70,29.40,31.02,
04:48:06am,55.70,29.40,31.02,
04:53:06am,55.70,29.30,30.87,
04:58:06am,55.60,29.30,30.85,
05:03:08am,55.60,29.30,30.85,
05:08:06am,55.60,29.30,30.85,
05:13:06am,55.50,29.30,30.83,
